,Date,Timestamp,Piligrims,Tonsures,Hundi,Speciality,Temperature,Condition,Tweets
102,13/04/2022,1649788200.0,88748,38558,4.82,normal,91,Broken clouds,"['', '\n??????? ???????? ???????? ??????? ?????? ?????: ????? Tirupati \n@JanaSenaParty\n @PawanKalyan', '\n? ????? 5000 ????, ? ????? 10000 ???? ??? ?????? ??????? ?????? ???????? ???? ????????? ????????? ?? ?????? YV ???????????? ???????', '', '\n25,000 devotees have Sarva Darshan at ', '', '\n???????? ??????? ?????? ?????.. ?????????????? 20 ???? ????, ???? ????? ? ??? 17 ???? ????? ??????\u200c ???????? ?????']"
103,14/04/2022,1649874600.0,82722,33678,5.11,"Tamil New Year?s Day, DR. B.R Ambedkar Jayanthi. Sri TT Vasanthotsavam Begins, Vayalpadu Sri PRS Brahmotsavam Ends, Tirupati SRI KRT Float Begins",97,Few clouds,"['\n????? ??????????? ?????????\n????????? ????. ', '\n?????????? ?? ??? ?????? ??? ??????\n?????? ????? ?????? ?????? ', '\n??????????? ???? ???? ?????????? ??????????? ?????? ???? ?????? ????? ????????? ????????? ', '\n?????? :\n????????? ???????? ??????\n\n???????? ??????? ?????????? ?????????\n\n????????????? ??????????? ?????????????? ?????????\n\n??????? ???????? ?????????, ??????? ??????\n@yvsubbareddymp', '\n??????: ????????? ???????? ???? ?????????? ?????? ??????. ????? ?????????? ????????????? 88,748 ???? ???????. ????????? ???? ???? ?????? ???????????? ????????????? 46,400 ???? ???????. 300 ?????? ???????? ?????? ????? ???? ???? ?????? ????????????? 25,819 ????.']"
104,15/04/2022,1649961000.0,75110,34241,4.0,Vontimatta Sri Kodandaramaswamy Temple Pushpayagam,99,Broken clouds,"['\n?????? ?? ???? ?????? ???????????. ', '\n??????: ???????????? ??????? ?????. ??????? ???? ??????????? ?? ?????????? ???????? ???????. ?????????????? 12 ???? ????. ???? ?????? ???? ?????????? ????????????? 35 ??? ???? ???????. ???????? 80 ??? ???? ???????? ???????????.', '\n???????? ????????? ???????.. ??????? ???? ???????????\u200c???? ????? ????????\u200c??????? ????? ????? ???? ?????? ??? ????????\u200c.. ?????????????? 20 ???? ????.. ???????\u200c ???? ????? ??????\u200c ???????? ????? ????? ??????', '\n‘ ', '\n??????? ?????????? ?????  82,722 ???? ??????? ????????????????, ???????? ?????????? 33,678 ???? ???????, ????? ????? ??.5.11 ??????.\n\n ', '\n??????: ????? ?????????? ????????????? 82,722 ???? ???????, ???????? ?????????? 33,678 ???? ???????, ????? ????? ??.5.11 ??????']"
105,16/04/2022,1650047400.0,76746,31574,4.62,normal,100,Few clouds,['']
106,17/04/2022,1650133800.0,68299,26421,4.9,normal,97,Partly cloudy,"['\nSuccessfully Completed 296/1008th ', '\n???? ?????? ? ???? ??????: ?????? ??????? ????????? ??????? ???????????\u200c ?????? ????? ???????? ?????? ?????? ?????.\n????????? ?????????? ? ???????????? ????????? ?????? ?????? ???????????\u200c ?????? ???? ?????? ????? ???????? ??????? ????????? ???????????.', '\n???????? ???????? ?????? ????????\n\n?? 1 ????? ????? ?????????? ????????????? ?????????? ??????...', '', '\n????? ??????????? ???????? ??????????? ??????? ?????? ??????? ???? ?????????????. ????????? ??????? ????? ?????? ??????????? ? ??????? ? ??????? ??????? ??????????? ???? ?????? ???? ', '\n??????: ????? ?????????? ????????????? 76,746 ???? ???????, ???????? ?????????? 31,574 ???? ???????, ????? ????? ??.4.62 ??????']"
107,18/04/2022,1650220200.0,64157,29720,3.84,normal,93,Few clouds,"['', '\nToday had a blissful Dharshanam of Lord Venkateswara Swamy at Tirumala along with Family members. Prayed for the well-being of everyone\n Om Namo Venkateshaya ', '\n?????????? ???????? ???????? ??????? ?????. ', '\n????????? ???? ????? ?????? ?? ??????????? ?????? ??????? ?????\n\n???????????????? ??? ???????? ????, ????? ????????? ???? ???????? ???????? ???? ????? ??????? ???????....', '\n????????? ???? ????? ?????? ?? ??????????? ?????? ??????? ?????. \n\n???????????? ???? ??? ???????? ????, ????? ????????? ???? ???????? ???????? ???? ????? ????? ??  ??????? ', '\n??????: ????? ?????????? ????????????? 68,299 ???? ???????, ???????? ?????????? 26,421 ???? ???????, ????? ????? ??. 4.9 ??????']"
108,19/04/2022,1650306600.0,67858,28536,4.15,normal,97,Few clouds,"['\nSrinivasa Sethu Pillars \n\nCredits: @dinesh_royal_96 ', '\n??????: ????? ?????????? ????????????? 64,157 ???? ???????, ???????? ?????????? 29,720 ???? ???????, ????? ????? ??.3.84 ??????']"
109,20/04/2022,1650393000.0,66745,30780,5.14,normal,99,Few clouds,"['\n? ????? ?????? ?????????? 67,858 ???? ??????? ????????????????. ???????? ?????????? 28,536 ???? ???????, ????? ????? ??. 4.15 ??????']"
110,21/04/2022,1650479400.0,61278,30585,4.32,normal,99,Clear sky,"['\n2000 devotees on normal weekdays \nOver 40000 devotees visiting on Festival days ', '\n?????? ??????? ? ???? ???????? ?????????? ???????????? ?????? ???? ??? ??????????? ????????? ????????...']"
111,22/04/2022,1650565800.0,63084,28563,3.12,normal,99,Few clouds,"['\n?????? ??????  ?????????? 61,278 ???? ??????? ????????????????. ???????? ?????????? ??????? 30,525 ????. ????? ????? ??.4.32 ??????', '\n??????:???????? ?????????? ????????? ???????. 21 ???????????????? ???? ????? ???????. ?????????????? 24 ???? ????']"
112,23/04/2022,1650652200.0,71069,34741,3.75,normal,97,Broken clouds,"['\n?????? ?????? ?????????? 63,084 ???? ??????? ????????????????. ???????? ?????????? 28,563 ???? ???????. ????? ????? ??.3.12 ??????.']"
113,24/04/2022,1650738600.0,75438,29440,4.28,"Sravanam, Nagulapuram Sri VNS Brahmotsavam Ends",99,Broken clouds,"['\n??????: ???????? ?????? ?????? ?????. 6 ???????????????? ????????? ???????. ?????????????? 3 ???? ????. ????? ?????????? ????????????? 75,748 ???? ???????. ???????? ?????????? 35,348 ???? ???????. ????? ????? ??,3.89 ??????']"
114,25/04/2022,1650825000.0,65763,33758,4.29,normal,100,Clear sky,[]
115,26/04/2022,1650911400.0,67681,31738,4.54,normal,100,Clear sky,"['\n?????? ??? ???????? ????????? ????????????!\n????? ????? ??????????????????\u200c ???????? ?????????\n\n???????? ?????? ???????? ???????? ??????\n????? ???????? ????? ??? ????????????\u200c', '\n? ????? ?????? ??????????  65,763  ???? ??????? ????????????????. ???????? ?????????? 33,758 ???? ???????. ????? ????? ??. 4.29 ??????.']"
116,27/04/2022,1650997800.0,75078,34674,4.34,Ekadasi,102,Few clouds,['\nThis is heaven  \n\nCredits: \n@isatyamurthy\n ']
117,28/04/2022,1651084200.0,64380,31204,4.75,normal,100,Clear sky,[]
118,29/04/2022,1651170600.0,65725,30346,4.54,Masa Shivratri,102,Few clouds,[]
119,30/04/2022,1651257000.0,75010,31116,3.59,Amavasya,102,Few clouds,[]
120,01/05/2022,1651343400.0,72904,30702,4.7,Sravanam,102,Clear sky,"['\nAs a practicing ', '\n??????: 9 ???????????????? ????????? ???????. ?????????????? 8 ???? ????. ????? ?????????? ????????????? 75,010 ???? ???????. ???????? ?????????? 31,116 ???? ???????. ????? ????? ??.3.59 ??????']"
121,02/05/2022,1651429800.0,65756,34774,4.6,Vasantha Panchami,99,Partly cloudy,"['\n????????? ??????? ?????? ????? ?????????? 2,020 ???? ??????????? ??????? ????? ????????? ???? ?????? ??????????? ????????????. (2/2)\n@ysjagan\n @AndhraPradeshCM\n @yvsubbareddymp\n @TTDevasthanams', '\n?????? ???????? ????? ?????.. ?????? ???????? ????? ???????\u200c??? ???????? ?????????? ?????? ??????? ???? ??? ????????? ???????????? ?????? ???? ???? ???????? ??????????? ????????. (1/2)', '']"
122,03/05/2022,1651516200.0,61654,25920,4.3,normal,97,Few clouds,[]
123,04/05/2022,1651602600.0,69603,30434,3.84,Krittika,95,Partly cloudy,"['\n???????? ????? ?????????? ????????? ??????\n\n???? ????? ???????? ?????? ?????? ?????? ???????? ??????', '']"
124,05/05/2022,1651689000.0,59528,29995,3.91,Sri Ramanuja Jayanthi,84,Partly cloudy,"['', '\n??????? : ?????????????? ?????????? ???????????? ?????? ??????? ???? ????????????. ?? ????? ??????\u200c?? ??????? ???????? ?????????????? ?????? ???????? ??????????.  ??.3.60 ????? ??????? ????????????? ??????? ????? ?????? ?????.-???? ????????????']"
125,06/05/2022,1651775400.0,63265,31217,3.5,Tirupati Sri Govindaraja Swamy Temple Brahmotsavam Begins,91,Broken clouds,"['\n??????: ????? ?????????? ????????????? 59,528 ???? ???????, ???????? ?????????? 29,995 ???? ???????, ????? ????? ??.3.91 ??????']"
126,07/05/2022,1651861800.0,76324,38710,4.73,"Tirupati Sri Govindarajaswamy Pushpa Yagam, Srinivasa Mangapuram Sri KVS Sakshatkara Vaibhavolsavam Ends",97,Partly cloudy,"['\n?????? ????????? ????????? ???? ???????? ??????????? ?????\u200c ?????????? ???????? ???????????? ???? ????? ???? ?????????? ??????. ??????? ???? ??? ????? ???????????? ??.300 ????? ??????? ?????? ??????????? ?????????? ?????????????.', '\n?????? ????????? ????????? ???? ???????? ??????????? ?????\u200c ?????????? ???????? ???????????? ???? ????? ???? ?????????? ??????. ??????? ???? ??? ????? ???????????? ??.300 ????? ??????? ?????? ??????????? ?????????? ?????????????.', '\n??????: ????? ?????????? ????????????? 63,265 ???? ???????, ???????? ?????????? 31,217 ???? ???????, ????? ????? ??.3.5 ??????']"
127,08/05/2022,1651948200.0,75876,32164,4.64,Varalakshmi Vratham,91,Broken clouds,[]
128,09/05/2022,1652034600.0,69154,29617,4.27,"Teachers? Day, Tirupati Sri GT Pavitrotsavam Begins",93,Broken clouds,[]
129,10/05/2022,1652121000.0,61090,26316,4.52,"Sravanam, Vijayadasami, Tirumala Sri TT Brahmotsavam Ends, Tiruchanoor Sri PAT Navarathri Ends",86,Drizzle,['\n???? ?????????? ?????? ????????? ???? ????? ???? 10.05.2022 ? ????? ??????? ???? ? ??????? ????????? ???? ?????????? ?????? ?????...\n\nPics: Krishna Reddy ']
130,11/05/2022,1652207400.0,61863,30135,3.72,"Kaisika Dwadasi, Ksheerabdhi Dwadasi",84,Overcast clouds,"['\n???????: ?????????????? 3 ???? ????. ????? ?????????? ????????????? 61,090 ???? ???????. ???????? ?????????? 26,316 ???? ???????. ????? ????? ??.4.52 ??????.', '\n??????: 3 ???????????????? ????????? ???????. ?????????????? 3 ???? ????. ????? ?????????? ????????????? 61,090 ???? ???????. ???????? ?????????? 26,316 ???? ???????. ????? ????? ??.4.52 ??????.']"
131,12/05/2022,1652293800.0,61087,30271,3.39,Chakrateertha Mukkoti,79,Thunderstorm with rain,[]
132,13/05/2022,1652380200.0,62001,32303,4.03,"Hrishikesh, Narayanavanam Kalyana Venkateswara Swamy Temple Begins",82,Light rain,"['\n???????: ???? ???? ?????????????? 6 ???? ????. ????? ????????????  61,087 ???? ??????? ????????????????. ???????? ?????????? 30,271 ???? ???????. ????? ????? ??. 3.39 ??????']"
133,14/05/2022,1652466600.0,81107,43531,3.21,"Nrusimha Jayanthi, Tiruchanoor Sri PAT Vasantotsavam Begins",90,Thunderstorm with rain,"['\nShout out to our Varsity players for giving back to the Junior Plainsmen community! These boys volunteer every Saturday morning to ref the JP Flag league \n\nTHANK YOU BOYS!! ', '\nHathiram Bhavaji Playing Dice with Lord Venkateswara \n\nCredits: \n@sreenu19\n @rays_of_tirupati', '\n??????: ????? ?????????? ???????? ?? ??????? ????????????? ????????? ?????????', '\nThe bobcats just got better!!!! ']"
134,15/05/2022,1652553000.0,81720,34266,3.19,"Sri Koorma Jayanthi, Sri Tarigonda Vengamamba Jayanthi",88,Thunderstorm with rain,"['\n??????: 17 ???????????????? ????????? ???????. ?????????????? 7 ???? ????. ????? ?????????? ????????????? 81,107 ???? ???????. ???????? ?????????? 43,531 ???? ???????. ????? ????? ??.3.21 ??????']"
135,16/05/2022,1652639400.0,72567,34718,3.21,"Annamacharya Jayanthi, Pumima, Tirupati Sri KT Patra Pushpayagam",86,Heavy rain in places,"['\n???? 614 ? ???????? ????? ???????? ??????????? ?????????? ???????? ????????? ???????? ??????? ????? ????????? ???? ??????????? \n???????? ???????? ?????? ??????? ?????????. \n?? ???? ????? ???? ?????? ???? ???????? ??????? ??????? ???????????', '\n????? ???????? ??????? ??????????...!| \n@ABPDesam\n ', '\nBefore ']"
136,17/05/2022,1652725800.0,75400,32223,4.02,"Tirupati Gangajatara Ends, Tiruchanoor Sri PAT Vasantotsavam Ends",84,Thunderstorm with rain,[]
137,18/05/2022,1652812200.0,74389,38007,4.35,normal,86,Moderate rain,"['', '\n???????? ???????? ??????.. ?????????? ???? ??? !\n@ysjagan\n @TTDevasthanams\n @yvsubbareddymp', '\n??????: ?????????????? 6 ???? ????, ????? ?????????? 75,400 ???? ??????? ????????????????, ???????? ?????????? 32,223 ???? ???????, ????? ????? ??.4.02 ??????\n ']"
138,19/05/2022,1652898600.0,67625,34584,4.05,Srinivasa Mangapuram Sri KVS Vasantotsavam Begins,90,Clear sky,"['\n? ????? ?????? ??????????  74,389 ???? ??????? ????????????????. ???????? ?????????? 38,007 ???? ???????, ????? ????? ??.4.35 ??????']"
139,20/05/2022,1652985000.0,71119,37256,3.91,normal,88,Partly cloudy,[]
140,21/05/2022,1653071400.0,83739,46187,4.2,"Hrishikesh, Narayanavanam Sri Kalyana Venkateswara Swamy Temple Ends, Sravanam, Nagulapuram Sri VNS Pushpayagam, Srinivasa Mangapuram Sri KVS Vasantotsavam Ends",90,Clear sky,[]
141,22/05/2022,1653157800.0,70848,29957,4.65,normal,95,Broken clouds,"['\n????????? ??????? ?????? ?????????? ???????? ??????????? ??????? ????? ????????? ???? ?????? ??????????? ????????????.\n@AndhraPradeshCM\n @ysjagan\n @ArogyaAndhra\n @TTDevasthanams\n @yvsubbareddymp', '\n???????? ???? ????????? ?????? ???????????.\n@ysjagan\n @TTDevasthanams\n @yvsubbareddymp\n ']"
142,23/05/2022,1653244200.0,75324,35086,5.03,Karvetinagaram Sri Rukmani Sathyabama Sametha Sri Venugopala Swamy Temple Brahmotsavam Begins,97,Few clouds,"['\n??????: 19 ???????????????? ????????? ???????, ?????????????? 7 ???? ????, ????? ?????????? ????????????? 89,665 ???? ???????, ???????? ?????????? 35,794 ???? ???????, ????? ????? ??.3.98 ??????']"
143,24/05/2022,1653330600.0,75759,31050,4.41,normal,97,Partly cloudy,"['\nTTD \nTeka Teki Doran\n\nHayo Sobat Doran bisa jawab teka-teki dari Mindo nggak? \nYuk, buat yang bisa langsung aja tulis jawaban kamu di bawah! ']"
144,25/05/2022,1653417000.0,75759,39208,5.43,Hanuman Jayanthi,88,Partly cloudy,"['\n???? ?? ?????? ???????? ??????? ????? ???????????? \n\nLocation: Japali Anjaneya Swamy Temple,Tirumala \n\nCredits: @iam_vijay47 ']"
145,26/05/2022,1653503400.0,72758,40504,4.83,"Ekadasi, Mahee Jayanthi",91,Clear sky,"['\n??????: 29 ???????????????? ????????? ???????, ?????????????? 7 ???? ????, ????? ?????????? ????????????? 76,148 ???? ???????, ???????? ?????????? 39,208 ???? ???????, ????? ????? ??.5.43 ??????']"
146,27/05/2022,1653589800.0,73358,41900,4.11,normal,91,Clear sky,[]
147,28/05/2022,1653676200.0,89318,48539,3.76,Masa Shivratri,97,Clear sky,"['\n??????? ???? ??????? ???????????? ???? ?????????? ?????..???? ?????? ????????? ??? ???.. ???? ???? ???????? ??????????.??? ????!', ""\n'?????? ?????? ????????? ????????????' ??? ???? ????? ?????? ?? ?????? ??????? ???????????? \n@RojaSelvamaniRK\n ???????""]"
148,29/05/2022,1653762600.0,90885,35707,4.18,"Krittika, Kartari Ends",97,Few clouds,"['\n????????? ???????? ???? ???????????? ???????? ?????.. ???? 9? ?????? ?????? ????????, ??? ?????????? ?????????? ?????????????? ??????', '\n???????? ?????????? ?????? ?????. ??????? ???????????????\u200c???? ????? ?????????? ???????????. ????????? ??????????? ??????? ?????? ?????? ????? ???? ????????????. ???????? ???? ?????????? 24 ?????? ???? ???? ????????. ????? ???????? ?????? ????? ????? ??? ???????????. ', '\n???????? ???????? ??????.. ????????? ???????????!\n@ysjagan\n @TTDevasthanams\n @yvsubbareddymp\n ', '\nHeavy crowds at Tirumala..! \n\nBhagavad as who have already planned or planning to go to Tirumala, please consider postponing your Tirumala Yatra for some days. ']"
149,30/05/2022,1653849000.0,74823,31159,4.51,"Karvetinagaram Sri VGS Rathotsavam, Amavasya",97,Few clouds,"['\n??????: ?????? ?????? ???????? ???????? ?????????? ????????????? ???????. ????? ??????? ?????????? ????????????? ????? 80 ??? ???? ???????.', '\n??????: ???????????? ?????. 18 ???????????????? ????????? ???????. ?????????????? 6 ???? ????. ????? ?????????? ????????????? 90,885 ???? ???????. ???????? ?????????? 35,707 ???? ???????. ????? ????? ??.4.18 ??????. ']"
150,31/05/2022,1653935400.0,69848,28716,4.34,"Rohini, Karvetinagaram Sri Rukmani Sathyabama Sametha Sri Venugopala Swamy Temple Brahmotsavam Ends",97,Light intensity shower rain,"['\nFrom Tomorrow Onwards No plastic allowed to tirumala from Devotees side and severe checking will be there at Alipiri Tollgate And plastic materials will be Taken from devotees So please carry alternative’s like glass bottles etc,\n4\n16\n74\nBhakthiTV\n@BhakthiTVorg\n·', '\n??????? ???????? ????? ?????! \n???\u200c?? ????? ?????\u200c?\u200c?? ??????????\u200c?? ???????? ??????.', '\n??????? ???????? ????? ?????! \n???\u200c?? ????? ?????\u200c?\u200c?? ??????????\u200c?? ???????? ??????.', '\n???????? ???? 1 ????? ???????? ?????????? ??????.. ??????? ???? ???? ???? ??????? ?????????? ?????????? ???? ?????????? ??????? ???????? ???????????.. ??????????? ??????????\u200c?? ????????????? ??????? ??????????-??????', '\n???????? ???? 1 ????? ???????? ?????????? ??????.. ??????? ???? ???? ???? ??????? ?????????? ?????????? ???? ?????????? ??????? ???????? ???????????.. ??????????? ??????????\u200c?? ????????????? ??????? ??????????-??????', '\nFor 12,13,14 dates of June month , Spl entry ticks is available for ', '\n???????: ?????????????? 5 ???? ????. ????? ?????????? ????????????? 74,823 ???? ???????. ???????? ?????????? 31,159 ???? ???????. ????? ????? ??.4.51 ??????.']"
151,01/06/2022,1654021800.0,71914,37234,4.39,normal,93,Light rain,[]
152,02/06/2022,1654108200.0,66001,38831,4.01,normal,95,Heavy rain in places,['\n???????? ?????????? ??????.']
153,03/06/2022,1654194600.0,71196,36936,3.45,normal,95,Clear sky,[]
154,04/06/2022,1654281000.0,90165,43362,4.18,"Rohini, Vayalpadu Sri PRS Brahmotsavam Begins, Tirupati Sri KRT Rathotsavam",91,Broken clouds,"['\n??? ?????? ?????? ????????? ???? ??????? ?????? ??????? ???? ???? ???????????? ????\n24 ??????? ??? ???????? ?????? ?????? ???????? ?????? ???????? ???????\n-  ??????? ???? ????? ???????? ?????? ?????????', '', '\n??? ?????? ?????? ????????? ???? 24 ??????? ??? ???????? ?????? ?????? ???????? ?????? ???????? ??????? ???????? ?????? ??????? ???? \n@yvsubbareddymp\n ???? ', '\n???????? ???????????? ?????? ?????. ??????? ???????????????\u200c ????? 3 ?????????? ???? ????. ???????? ?????????? 15 ???? ????. ???????? ?????????? 3 ???? ????.']"
155,05/06/2022,1654367400.0,78188,35427,3.94,Sri Sankara Jayanthi,95,Heavy rain in places,[]
156,06/06/2022,1654453800.0,76921,39568,4.4,normal,95,Partly cloudy,"['\n???????? ??????? ?????? ?????? ???? ???? ????????? ??????? ?????????? ???????? ?????????? ???????? ????????????? ???????.', '\n?????? ???????? ????? ???????? ?????????? ????????????? ????????.', '\n?????? ?????????? ?????? ???? ??????.. \n\n???????? ?????????? ??? ????????\n\n???????? ?? ?????? ??????? 10 ?????? ?????? ?????????', '\nAs part of the ', '']"
157,07/06/2022,1654540200.0,76425,36053,4.15,normal,91,Broken clouds,"['\n??????: 29 ???????????????? ????????? ???????. ?????????????? 9 ???? ????. ????? ?????????? ????????????? 76,921 ???? ???????. ???????? ?????????? 39,568 ???? ???????. ????? ????? ??.4.4 ??????']"
158,08/06/2022,1654626600.0,75345,36091,4.52,Tangonda Vengamamba Vardanti,95,Partly cloudy,"['\n???? ?????????? ???????? ?????? ??? ??????????....', '\n??????? ???? ?????????? ??????']"
159,09/06/2022,1654713000.0,70019,36124,3.52,Ekadasi,90,Moderate rain,[]
160,10/06/2022,1654799400.0,67949,39837,3.7,"Tirumala Sri TT Back Savari Utsavam, Ekadasi",97,Broken clouds,"['\n?????? ???? ????\u200c?? ?????? ???????\u200c\n\n??????????? ???????? ?????? ????? ???????????, ?????? ???????? ????????? ???????? ???????????, \n\n? ???????? ???? ???? ????? ?????????? ?????? ??????????????-??????', '\n??????: ?????? ???? ????\u200c?? ?????? ???????\u200c, ??????????? ???????? ?????? ????? ???????????, ?????? ???????? ????????? ???????? ???????????, ? ???????? ???? ???? ????? ?????????? ?????? ??????????????-??????', '\n?? ????? ???????? ???????? ???????? ????? ?????\n\n?????? ???????? ??? ????? ??. 130 ????? ????? ?????', '\n???????? ?????? ?????? ????????.. ???? ??? ???????? ??????? ??? ??????? !\n@ysjagan\n@AndhraPradeshCM\n@TTDevasthanams\n@yvsubbareddymp', '\n???????? ?????? ?????? ????????.. ???? ??? ???????? ??????? ??? ??????? !', '\n???????? ?????? ?????? ????????.. ???? ??? ???????? ??????? ??? ??????? !\n@ysjagan\n @AndhraPradeshCM\n @TTDevasthanams\n @yvsubbareddymp\n ']"
161,11/06/2022,1654885800.0,87698,48804,3.88,normal,97,Broken clouds,"['\n???????? ??.300 ???????? ?????? ??????\u200c ???????? ????????, ??? ????????? ?????????? ?????????? ????????? ???????????\u200c ???????, ??.300 ??????\u200c ??? 8 ???? ???????? ????? ???????, ????\u200c ?????????\u200c?? ?????????? ??????????\u200c', '\n????????? ??????????? ???????? ????????.. ?????? ???? ?????????\u200c ???????\u200c ????????\n?????????? ?????? ???? ?????????\u200c ????? ???????\u200c ????????? ??????????? ?????? ???????? ???????? ????????????. ????? ?????? ???????? ?????? ???????????. ', '\nView from Tirumala Ghat road\n\nPhotos: \n@_p\n.r.e.m_s.a.g.a.r_ ', '', '', '', '\n?????? ?????? ??????????? ????????????. ', '\n??????: ??????? ???? ??????????? ???? ?????????????????? ????????? ???????? ????? ?????? ???? ???? ?????? ????????? ???????. ?????????????? 25 ??.? ????.????? ?????????? ????????????? 67,949  ???? ???????. ???????? ?????????? 39,837 ???? ???????. ????? ????? ??.3.70 ??????.']"
162,12/06/2022,1654972200.0,93400,39451,3.75,Tirupati Sri KT Krittika Deepotsavam,97,Partly cloudy,"['\n??????: ?????? ?????. ??????? ????  ??????????? ?????????????????? ????????? ?????? ???? ?????? ????????? ???????. ?????????????? 12 ???? ????. ????? ?????????? ????????????? 87,698 ???? ???????. ???????? ?????????? 48,804 ???? ???????. ????? ????? ??.3.88 ??????.']"
163,13/06/2022,1655058600.0,78602,42423,4.32,Tirupati Sri Govindaraja Swamy Temple Brahmotsavam Ends,97,Broken clouds,"['', ""\nWhy should governments dip their hands into Hindu Temples ?\n\nWill they ever dare collect 'contribution' from churches or mosques ?\n\nHindu Rashtra Sansad"", '\n????????? 11 ???????????????? ????????? ???????, ???????? ?????????????? 6 ???? ????, ????? ?????????? ????????????? 93,400 ???? ???????, ????? ????? ??.3.75 ??????\n ']"
164,14/06/2022,1655145000.0,79103,37292,4.42,"Tirumala Sri TT Jyestabhishekam Ends. Eruvaka Purnima, Tiruchanoor Sri PAT Float Ends",95,Broken clouds,[]
165,15/06/2022,1655231400.0,77326,38742,4.36,normal,91,Partly cloudy,"['\nTirumala - Tirupati \n\nCredits: @gowtham_akula_4_3_2_k ', '\n???? ??????? ?????? ???????????? ???? ????? ????????? ???? ????????? ??????????? ????????? ???? ????? ????? ????? ???? ???????, ???????? ??????????????? ??????? ??? ?????? ???????????? ??????????????.']"
166,16/06/2022,1655317800.0,73371,39924,4.14,normal,90,Heavy rain in places,"['\n??????: 30 ???????????????? ????????? ???????, ???????? ?????????????? 12 ???? ????, ????? ?????????? ????????????? 77,326 ???? ???????, ???????? ?????????? 38,742 ???? ???????, ????? ????? ??.4.36 ??????']"
167,17/06/2022,1655404200.0,76407,39938,4.28,normal,86,Heavy rain in places,[]
168,18/06/2022,1655490600.0,84982,46679,4.42,"Sravanam, Appalayagunta Sri Prasanna Venkateswara Swamy Temple Brahmotsavam Ends",86,Heavy rain in places,"['\n??????? ??????? ???? ?????? ?????? ???????? ???? ?????? ?????????? ?????? ??????????  ??????????.. \n\n ?? ??? ????????', '\n???? ?????????? ?????? ???? ???????????????? ????????????? ??????? ?? ????????? ?????? ??????? ???? ???? ???????????? ???? ???????\n@yvsubbareddymp\n ']"
169,19/06/2022,1655577000.0,90471,37039,4.13,normal,88,Thunderstorm with rain,['\n????? ???????? ???? ?????????? ?????? ?????????? ????????? ???? ?? ']
170,20/06/2022,1655663400.0,76597,37759,4.47,Tiruchanoor Sri PAT Sundararaja Swamy Avatarotsavam Begins,88,Partly cloudy,[]
171,21/06/2022,1655749800.0,74906,36138,4.07,normal,86,Thunderstorm with rain,"['\n??????: 28 ???????????????? ????????? ???????. ?????????????? 8 ???? ????. ????? ?????????? ????????????? 76,597 ???? ???????. ???????? ?????????? 37,759 ???? ???????. ????? ????? ??.4.47 ??????.', '\n?? ??? ????????? ']"
172,22/06/2022,1655836200.0,75472,38335,3.87,Tiruchanoor Sri PAT Sundararaja Swamy Avatarotsavam Ends,86,Thunderstorm with rain,['']
173,23/06/2022,1655922600.0,68873,38952,4.44,normal,84,Thunderstorm with rain,[]
174,24/06/2022,1656009000.0,71589,41240,4.3,Ekadasi,88,Broken clouds,[]
175,25/06/2022,1656095400.0,71069,34741,4.27,normal,90,Broken clouds,[]
176,26/06/2022,1656181800.0,88613,36153,4.24,Krittika,93,Broken clouds,['\nTirumala: ???????? ????????? ?????\u200c\n????????? ?????\u200c ???????? ????????. ????? ???? ????? ????? ???????? ???? ???? ?????????? ????????????. ?????\u200c?? ????? ??????? ????? ???? ?????????.']
177,27/06/2022,1656268200.0,74288,36473,4.46,"Rohini, Masa Shivratri",93,Broken clouds,"['\n??????: ???? ??????????\u200c ??? ???????? ?????? ???? ???????? ??????, ???? 10 ?????? ?????? ???????? ??????']"
178,28/06/2022,1656354600.0,77154,30182,4.62,Amavasya,90,Broken clouds,[]
179,29/06/2022,1656441000.0,70134,30059,4.26,normal,88,Heavy rain in places,"['\n??????: 12 ???????????????? ????????? ???????, ?????????????? 6 ???? ????, ????? ?????????? ????????????? 77,154 ???? ???????, ???????? ?????????? 30,182 ???? ???????, ????? ????? ??.4.62 ??????']"
180,30/06/2022,1656527400.0,65898,33686,3.66,Punarvasu,91,Light rain,[]
181,01/07/2022,1656613800.0,64628,41613,3.47,normal,95,Thunderstorm with rain,[]
182,02/07/2022,1656700200.0,88026,50652,4.34,normal,95,Thunderstorm with rain,[]
183,03/07/2022,1656786600.0,88682,37447,4.09,normal,91,Thunderstorm with rain,[]
184,04/07/2022,1656873000.0,77907,38267,6.18,Tirupati Sri Kodanda Rama Swamy Temple Brahmotsavam Ends,86,Overcast clouds,"['\n??????: ???????? ??.6 ????? ??????\u200c?? ????? ???????? ????? ?????, ???? ???????? ????? ????? ??.6.18 ??????']"
