,Date,Timestamp,Piligrims,Tonsures,Hundi,Speciality,Temperature,Condition,Tweets
268,26/09/2022,1664130600.0,51308,18812,2.03,"Tiruchanoor Sri PAT Navaratri Begins, Sarannavaratra Begins",90,Thunderstorm with rain,"['\n?????\u200c?? ???????? ??????????????.. ?????\u200c???? ????? ???????? ?????? ??? ????? ???????? ?????????????? ?????????????? \n@TTDevasthanams\n. ???????? 15 ????? ?????? 13 ???? ?????? ?????????????? ?????? ??????? \n@yvsubbareddymp\n ????????.\n@ysjagan\n ', '\nTirumala Temple Lighting Decoration for Srivari Bramhostavam 2022 ', '\nSRIVARI ANNUAL BRAHMOTSAVAM\nPROCESSION OF SENADHIPATHI VARU ANKURARPANAM ', '\n?????\u200c?\u200c?? ???? 100 ??\u200c???????? ?\u200c?????\u200c?? ??????????\u200c????? ?????\u200c?????? ???\u200c?? ?\u200c?\u200c??\u200c', '\n???????? ???????? ??????? ..100 ?????????? ???????\n\n? ??? 27? ????? ???? 50 ?????????? ??? ??? ??????????????? ??????????? ????? ???? ????']"
269,27/09/2022,1664217000.0,64823,22890,3.03,Tirumala Sri TT Brahmotsavam Begins,77,Broken clouds,"['\n???????? ??????? ???????????????? ?????? ?????????? ???\u200c?\u200c???? ?????? ???????? ?????? ???? ???????????????????? ?????? ???????????????? (????? ????????) ??????? ??????? ???????? ?????????????. ??????? ??????????? ??|| ???? \n@ysjagan\n ? ???\u200c?\u200c???\u200c?? ????????????.', '\n???????? ???\u200c?\u200c??? ??????????????? ???\u200c?? ????? ???\u200c?\u200c???? ?????? ?????????? ??????????? ???????? ???\u200c???\u200c??? ???\u200c????\n2023 ? ???????? ?????? ??????, ????????????? ???????????? ??????? ?????????????????? ??|| ???? \n@ysjagan\n ????.', '\nHonourable \n@AndhraPradeshCM\n Shri \n@ysjagan\n presented silk robes to the deity Venkateswara Swami on behalf of the government of Andhra pradesh on the occasion of Srivari Brahmotsavams.', '', '', '\n?? ??? ?????????!\n\n?????? ???? ???????? ????????????? ???  ?????? ??????????\n\n??????? ?? ????????? ?????? ?????????? ????????? ????,???? ???????? ?????? ???????????? ????? ?????????? ?????????????? ?????? ?????????? ??????!!', '\n?????? ???????????????????? ??????? ???????????????? ??????????? ?????\u200c ????\u200c?????\u200c?????? ????????????. \n????????? ????? ?????????? ?????????????? ?????????, ?????? ????\u200c????\u200c?????\u200c?\u200c???????? ???\u200c????? ???\u200c?? ?????\u200c???????. ', '', '\n?????????? ????? ????????? ?????????? ???? ?????\u200c ?????????????? ????????? ???? ??????? ?????????? ????????????? ???? ??????????????..! ???????????  ?????????????...? ???????? ??????? ??????????.!! ', '\nTTD SVBC ????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !\n@TTDevasthanams\n @yvsubbareddymp\n ', '\n??????:???????? ???? 10 ?????? ???????? ???? ??????? ???????? ???? ????????? ?????? ?????????? ??????.. ???????? 6? ???? ????? 31? ???????? ??? ???? ?????? ?????? ?????????? ??????.. ?????? ?????? ??????? ???????? ??????.. ????? ???? ????????? 3 ?????? ?????????? ??????', '\n????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !', '\n????? ?????? ????????? ??????????? ???? !\n\n???? ?????? ???????? ???? ????????? ??????????? ????? ?????? ?? ??????? ??????...??? ???? ??? ?????????????? ????????? !']"
270,28/09/2022,1664303400.0,61879,24634,1.82,normal,83,none,"['\n???????? ???\u200c?\u200c??? ???????????????? ????? ???? ???\u200c???? ?????? ???? ???????????????? ??? ??????? ??? ?\u200c????? ?\u200c?\u200c???\u200c?? ???? ????????? ?????????????. ????? ?????\u200c?? ?\u200c?????? ???????????? ???\u200c?\u200c???\u200c?? ?\u200c???????????????. ', '\n???????? ?????? ???? ????? ??????? - ?????? ???????? - ??????? ???????.\n\n???????? ???????? ?? ????? ??? ???????? ????? ??????.', '\n@ysjagan\n @AndhraPradeshCM\n \n@yvsubbareddymp\n @TTDevasthanams\n ', '\n???????? ????? ???? ????? ????.. ??????? ????????? ?????????????? ?????????? ???????????. ??????????? ?????????? ?????? ??????????????. ???????????? ????? ???????? ?????????? ????????????? ????.', '\n???????? ????? ???? ????? ????.. ??????? ???? ????????? ??????? ??????????????? ??????????????? ???? ????? ???? ??????? ????????? ????? ?????????? ?????????????? ???????????. ', '\n????? ??????????? ???? \n@ysjagan\n ?? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n@ysjagan\n @AndhraPradeshCM\n@yvsubbareddymp\n @TTDevasthanams\n ', '\n? ??????? ?????????? ??????..! \n ', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????', '\n????? ??????????? ???? ???? ???????? ??? ?????????????']"
271,29/09/2022,1664389800.0,60946,28638,2.48,normal,80,none,"['\nAlipiri is so clean still and allowing two wheelers for now ... blessed to see the lights at Alipiri toll plaza', '\n???? ???? ?????? ???????? ??????? ????????', '\n?????? ????????? ?????? ?????? ???? ???????????????????? ???????????????? ???? ????? ???????? ???? ?????????????? ???? ???? ???????????????? ??? ?\u200c?\u200c??????? ????????? ???? ??????? ???????? ???????????.', '\n???????? ???????? ????? ???????? ??????????????.. ???? ???? ??????? ?????????? ????????, ?????? ??????? ?????? ??????? ???????? ???????? ??????']"
272,30/09/2022,1664476200.0,75382,31424,2.85,normal,77,Broken clouds,"['\nCultural activities by various artisan groups on day 4 of srivari brahmotsavams in tirumala.', '\n?????? ????????? ?????? ?????? ???? ???????????????????? ???????????????? ?????? ????? ?????\u200c???? ?????? ?????????? ?????????? ???????????? ????? ?????? ?? ????????? ????????? ??????? ???????? ???????????. ', '\n“??????  ?????????? ???????????????????????”\n\n???????? ???\u200c?\u200c??? ???????????????? ?????? ????????? ???????????? ?????????????? ???????????? ?????????????????? ????? ????????????? ????????? ???????? ????????????.', '\nBrahmotsavam Celebrations are the Best ', '\nWearing Rajamudi (head gear), holding a Dandam(hand weapon), Sri Malayappa flanked by Sridevi and Bhudevi on either side, cheered His devotees on the majestic ""Rajamannar"" Alankaram on the 4th day morning on Friday on Kalpavriksha Vahanam.'] "
273,01/10/2022,1664562600.0,81318,38464,2.94,normal,81,Overcast clouds,[]
274,02/10/2022,1664649000.0,70848,29957,2.98,"Sri G.T Float Begins, Rohini",86,Broken clouds,[]
275,03/10/2022,1664735400.0,82815,27147,3.05,Rohini,90,Broken clouds,[]
276,04/10/2022,1664821800.0,68539,22177,2.9,"Srirama Navami, Vontimatta Sri Kodandaramaswamy Temple Brahmotsavam Begins",91,Broken clouds,[]
277,05/10/2022,1664908200.0,63579,34524,1.95,"Tirupati Gangajatara Begins, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Begins",88,Light rain,[]
278,06/10/2022,1664994600.0,72195,41071,2.17,"Tiruchanoor Sri PAT Float Begins, Ekadasi. Appalayagunta Sri Prasanna Venkateswara Swamy Brahmotsavam Begins",86,Light rain,[]
279,07/10/2022,1665081000.0,70007,42866,4.25,"Tholi Ekadasi, Chaturmasyam Begins",84,Moderate rain,[]
280,08/10/2022,1665167400.0,81034,47312,4.24,Tirumala Sri Tr Pavitrotsavam Ends,84,Thunderstorm with rain,[]
281,09/10/2022,1665253800.0,86188,41032,5.0,"Purnima, Narayanavanam Sri KVS Pavitrotsavam",84,Moderate rain,[]
282,10/10/2022,1665340200.0,83223,36658,4.73,normal,84,Moderate rain,[]
283,11/10/2022,1665426600.0,77956,33672,3.88,Rohini,84,Moderate rain,[]
284,12/10/2022,1665513000.0,79370,39199,4.25,normal,86,Heavy rain in places,[]
285,13/10/2022,1665599400.0,72216,32338,5.65,Krittika,86,Heavy rain in places,[]
286,14/10/2022,1665685800.0,68675,32533,3.82,Rohini,86,Light rain,[]
287,15/10/2022,1665772200.0,81535,37357,4.08,normal,84,Moderate rain,[]
288,16/10/2022,1665858600.0,84794,35560,4.67,normal,86,Heavy intensity rain,[]
289,17/10/2022,1665945000.0,70067,33092,4.61,Punarvasu,86,Light intensity shower rain,[]
290,18/10/2022,1666031400.0,73420,27621,4.28,Tulakaveri Snanam,86,Moderate rain,[]
291,19/10/2022,1666117800.0,72243,32652,4.41,normal,86,Moderate rain,[]
292,20/10/2022,1666204200.0,62725,30172,5.85,Srinivasa Mangapuram Sri KVS Pavitrotsavam Begins,86,Light intensity shower rain,"['\n??????: ???????????? ?????? ?????... ????? ???????????? ????????????? ?????? ????? 72,243 ????...???????????? ???????? ?????????? ?????? ?????.... 32,652 ????...????? ?????????? ????? ????? ??.4.41?????? ... ???????? ?????????????? 10 ???? ????...']"
293,21/10/2022,1666290600.0,62203,29100,3.91,Ekadasi,84,Light rain,"['\n????????????????? ???? ?????? ???????????????????? ??????????????  ????????.', '\n???????? ?????????? TTD ??????????? ???????\n\n?????? ?????? ???? ?????????? ??????????']"
294,22/10/2022,1666377000.0,78299,34625,3.93,normal,84,Broken clouds,['\nBetter Buy Stocks: The Trade Desk $TTD Stock Or Roku $ROKU Stock \n\nhttps://go.pressreach.com/48b61b80']
295,23/10/2022,1666463400.0,80565,31608,6.31,"Masa Shivratri, Srinivasa Mangapuram Sn KVS Pavitrotsavam Ends",84,Clear sky,[]
296,24/10/2022,1666549800.0,69278,17660,4.15,"Deepavali, Naraka Chaturdashi",84,Clear sky,"['\n??????: ??????????? ????????? ???????? ???????? ???? ???????.. ???? ?. 8 ???? ????? ?????? 7.30 ???? ???????? ???? ???????.. ?????? ?????? ?????????? ???????? ??????? ??????-??????', '\n?\u200c???\u200c?\u200c??? ???????? ??\u200c???????? ?\u200c??????', '\n??????: ???????? ???????? ????? ?????.. ????? ??????? ???????? ????? ????? ??.6.31 ??????', '\n???????? ??????? ?????? ?????, ???????? ?????????????? 20 ???? ????, ????? ???????????? ????????????? 80,565 ???? ???????, ???????? ?????????? 31,608 ???? ???????, ????? ?????????? ????? ????? ??.6.31??????']"
297,25/10/2022,1666636200.0,25549,9764,4.25,"Amavasya, Surya Grahanam, Kedaragouri Vratham, Akasa Deepam Begins",86,Clear sky,"['\n??????: ??? ?????? ?????? ??????????? ???????? ????.. 8.30 ???? ????? ?????????????? ???????? ????????????? ??????', '\n??????????? ???\u200c???? ????\u200c???? ??\u200c? ?\u200c?????? ???\u200c', '\nWelcome to @TiktokDollar \n\n A dedicated ', '\nAnnouncement:\n\nSenior Citizens / Physically challenged quota for the month of November 2022 will be available for booking w.e.f. 26-10-2022 03:00 PM.']"
298,26/10/2022,1666722600.0,71689,28640,4.42,normal,84,Clear sky,[]
299,27/10/2022,1666809000.0,67439,29450,4.6,"Bhaginihasta Bhojanam, Yama Chavithi",84,Few clouds,"['\nTirupati TTD rooms in srinivasam, vishnu Nivasam and Madhavam for the month of November will be released on 28th October @ 3 PM.\n\nFollow Us for more updates \n\n ', '\nTTD Local Temples Seva tickets November quota update']"
300,28/10/2022,1666895400.0,63512,35549,3.72,normal,77,Light intensity shower rain,"['\n???????? ???????? ?????? ????????. \n\n  ?????? 1 ????? ???????? ??????????\n  ??????? ???????? ??????????\n  ???????? ????? ???????? ????? ?????????.', '\nTTD Updates about Timesloot Sarva Darshan and VIP Break Darshan', '\nU either steppin with me or gettin stepped on  ']"
301,29/10/2022,1666981800.0,84878,41016,3.86,"Nagula Chavithi, Tirumala Sri Tr Pedda Sesha Vahanam",82,Light rain,"['\nProcession of Sri Venkateswara Swamy on Pedda Sesha Vahanam on the occasion of Nagula Chavithi. ', '\n??(????)???? ! \n@ysjagan\n ', '\n???? ?????????? ???????? ?????? ?????? ??????? ????????? ?????????... \n\n??????... ???????????? ??? ????????? ???? ?????? !!!\n\nY.V. ???????????? (??????????? ???? ??????)  --- TTD ??????? !\nA.???????????   --- TTD EO ?.? !\n????. ???????????? ??????  --- TTD ?????? !\n\nContinued\nShow this thread\n9\n13\nGRT JEWELLERS\n@GRTJewellers\nBring Home Prosperity this Ugadi with GRT. \n\nShop Now to Avail some Exciting Offers this Festive Season.', '\nElon Musk taking over of twitter reminded me of \n@TV9\n take over by Rameshwara Rao and others . One can run an agenda on news and views as long as one is in charge . The moment management changes agendas change . Reminds me on how \n@TV9\n ran distorted news on ', '\nFinal 35-7. Shen takes the win on Senior Night against Guilderland. ']"
302,30/10/2022,1667068200.0,70848,29957,4.02,normal,81,Broken clouds,[]
303,31/10/2022,1667154600.0,70560,29751,4.18,normal,82,Drizzle,"['\n??????: ?????? 8? ??? ??.100 ????? ??????\u200c ?????? ???????? ????? ?????.. ????????\u200c ????? ???????? ????? ????? ??.122.8 ??????', '\n???????? ?????? ????????????? ?????????????? ??????????'] "
304,01/11/2022,1667241000.0,72176,25549,4.12,normal,73,Light intensity drizzle,"['\n?????????????? ???????? ?????????\n\n– ??????????? ????????? ??????', '\n????????? ????????????? ?????? ???????????? ??????????????? ?????? ???????? ?????? ???\u200c?\u200c???? ???????? ???????? ??????? ????????. ???????? ???????? 14 ???? ????????, 6 ???? ???????? ????????, ?????? ???? ???? ?????????????????? ??????? ?????????? ????????????. ', '\nMadi Tirupati \n\nCredits: rajendranathreddy_palugulla_', '\n??????: ???????? ???????????? ?????? ?????..  ????? ???????????? ????????????? ?????? ?????70,560 ????...???????????? ???????? ?????????? ?????? ?????.... 29,751????...????? ?????????? ????? ????? ??.4.18 ?????? ..???? ???? ?????????? 15 ???? ????']"
305,02/11/2022,1667327400.0,68995,29037,3.71,normal,73,Light intensity drizzle,[]
306,03/11/2022,1667413800.0,70263,28965,4.53,normal,79,Heavy rain in places,[]
307,04/11/2022,1667500200.0,63670,30475,3.79,Tirupati Sri KRT Kalyanotsavam,82,Light rain,[]
308,05/11/2022,1667586600.0,82604,37025,5.57,Kartari Begins,82,Few clouds,"['\n???????? ???????? ??????? ?????? ????? ?????? \n@TTDevasthanams\n ?? ????????? . ????? ?????? ? ?????????? ???????? ?????????? .\n\n?????? ??????? ??????????? ??.15,938 ????? ??????????, 10,258.37 ????? ?????? ???????? ???????. ', '\n??????: ???????? ???????? ?????????? ?????? ????? ??????.. ??????????? ??.15,938 ????? ??????????, 10,258.37 ????? ?????? ???????? ???????.. ?? ????????? ?????? ??????? ???????? ???? ??????????', '\n?? ?\u200c?? ????\u200c?????\u200c\n????? ??????? ???????????? ??????????????? ?????? ???? ??????????????????????? ??????? ??????? ?\u200c?????\u200c?? ?\u200c???\u200c?\u200c??????...!!\n?? ??? ????????? \\|/\n@TTDevasthanams\n@RojaSelvamaniRK\n @APTDC']"
309,06/11/2022,1667673000.0,84211,30906,4.2,normal,82,Clear sky,"['\nCredits: \n@fukkard\n ', '\n???????? ??????? ????????? ?? ?? ??? ??????? ?? ?????: 5 ???? ????? ?? 10.3 ?? ????, 15 ???? ????? ??? ???????????? ?????? ??? ???', '\n?????\u200c?\u200c: ?\u200c???\u200c?? 8? ??????????? ??????? 11 ???? ???? ???????? ??? ??????? ???????.. ?????? ?\u200c??????? ?????.. ?????? 7? ???????? ????? ??????????...??????????? ??????? ?\u200c???\u200c?? 8? ???\u200c?\u200c???? ??\u200c?? 8.30 ????? ??????  ?????? 7.30 ???\u200c?\u200c ???? ????\u200c???? ??\u200c?? ???????-??????', '\n??????? ???????? ?? 10 ??? ?????, 15 ????? ????? ????  https://publictv.in/ttd-now-owns-10-tons-of-gold-worth-rs-15-thousand-crores/… ']"
310,07/11/2022,1667759400.0,74094,21475,4.52,Tirupati Sri Govindarajaswamy Jyestabhishekam Ends,82,Clear sky,"['\nLord Venkateswara  ', '\n??????? ?????? ?????? ?????????? ?? 3 ????? ?????? ????? ??????? ?????? ????????????? ?????? ????????? ?????????? ????? ?????? ??????? \n@yvsubbareddymp\n  ????', '\n??????? ??????????? - ?????? ????? ??????? || ???? 7? ???? 5:50 Pm || On SVBCTTD']"
311,08/11/2022,1667845800.0,22423,9679,4.61,"Sravana Purnima, Sravanam, Rakhi, Sri Vikhanasa Jayanthi, Karvetinagaram Sri VGS Float Ends",82,Few clouds,"['\n??????: ????? ?????????? ????????????? 74,094 ???? ???????, ???????? ?????????? 21,475 ???? ???????.. ????? ????? ??.4.52 ??????']"
312,09/11/2022,1667932200.0,66946,26990,4.73,Mahalayam Begins,82,Few clouds,['\n??????:???????? ???? 10 ?????? ??? ???? ?? ??.300? ???????? ?????? ????? ?????????? ?????? ?????????? ??????.. ???????? ???????? ?????????? ??????????? ?????? ?????????? ??????']
313,10/11/2022,1668018600.0,61304,30133,3.46,normal,82,Heavy rain in places,[]
314,11/11/2022,1668105000.0,57104,32351,4.66,normal,73,Heavy intensity rain,['\nNature with God ']
315,12/11/2022,1668191400.0,73323,41041,3.2,Punarvasu,75,Drizzle,['\nWe are SO PROUD of our Varsity team and Coaches! You played every game with passion and class! Great season boys!  ']
316,13/11/2022,1668277800.0,81130,29464,4.85,normal,79,Light rain,['\nSri Venkatesha Karavalambam\n\nCredits: \n@sreenu19\n @rays_of_tirupati ']
317,14/11/2022,1668364200.0,69814,29228,4.17,"Punarvasu, Children?s Day",81,Moderate rain,"['\nDecember Quota Special Entry Darshan Tickets under Virtual Seva Category will be available for booking on 16th Nov @ 10 AM.\n\nFollow Us For More Updates @tirupatitirumalainfo\n ', '\n18th Time Tirumala Journey Complete ']"
318,15/11/2022,1668450600.0,71461,26631,4.77,normal,81,Few clouds,"['\n??????: ???? ???? 10 ?????? ????????\u200c ?????? ???? ???????? ?????? ???????? ??????', '\n???????: ????? ?????????? ????????????? ??????? 69,814 ????... ???????? ?????????? 29,228 ???? ???????…????? ????? ??.4.17 ??????']"
319,16/11/2022,1668537000.0,74412,27626,4.27,normal,81,Clear sky,"['\nThis is circulated widely as a promissory note of Lord Venkateswara given to Kubera, which is not correct. This is a sacred Pratista Beejakshari Yanthra, belongs to a temple  --J Vijayakumar Ex ']"
320,17/11/2022,1668623400.0,60861,28519,4.41,normal,81,Few clouds,[]
321,18/11/2022,1668709800.0,61731,30254,4.53,normal,79,Broken clouds,['\n??????:????? 2? ????? ?????? ?????? ????????.. ????? 2 ????? 11? ???? ???? ????????? ?????? ????? ?????? ???????????? TTD']
322,19/11/2022,1668796200.0,79471,36594,4.9,Tiruchanoor Sri PAT Laksha Kumkumarchana,79,Broken clouds,"['\nTiruchanur Padmavathi Ammavari Bramhotsavams Ankurarpana Today', '\nOm Namo Venkateshaya \n\nCredits: @avinash_mukkamala ', '\nLaksha kumkumarchana at Sri Padmavati Temple, Tiruchanur .', '\nKarthika Deepotsavam at tirupati TTD AD Building Ground yesterday.']"
323,20/11/2022,1668882600.0,80294,31554,4.48,"Ekadasi, Tiruchanoor Sri PAT Brahmotsavam Begins",75,Broken clouds,"['\nDecoration at Tiruchanur Padmavathi Ammavari Bramhotsavams', '\nThat Level of Confidence Comes from Expertise on your Craft !!! \n\nCredits: @prashanth_panikela ']"
324,21/11/2022,1668969000.0,70163,31489,5.22,"Tirupati Sri KT Sornavarabhishekam, Dhanvantari Jayanthi",70,Drizzle,"['\nHamsa Vahanam At Padmavathi Ammavari Bramhotsavams,  Tiruchanur', '\n???????? ?????? ???\u200c?????? ?????? ?????????? ?????? ?????? ???????.. ???????? ???? ? ?????? ??????????? ??????.. ? ????? ?????? ??????? ?????????? ???? ????? ???\u200c??????.. ?????? ????? ????? ???????? ??????????? ??????', '\nPeddha sesha vahanam at Padmavathi Ammavari Temple  Bramhotsavams ', '\n??????:12 ???????????????? ????????? ???????…?????? ???? ???????? ?????????????? 20 ???? ????. ????? ?????????? ????????????? 80,294 ???? ???????…???????? ?????????? 31,554 ???? ???????…????? ????? ??.4.48 ??????', '\n????? ?????? ???????? ?????? ???????? ????????.']"
325,22/11/2022,1669055400.0,69587,28645,4.35,Masasivaratri,73,Heavy intensity rain,[]
326,23/11/2022,1669141800.0,74354,23931,4.68,Amavasya,75,Moderate rain,[]
327,24/11/2022,1669228200.0,66072,25239,4.23,Tiruchanoor Sri PAT Gaja Vahanam,82,Heavy rain in places,[]
328,25/11/2022,1669314600.0,60157,31445,4.0,Tiruchanoor Sri PAT Garuda Seva,81,Broken clouds,[]
329,26/11/2022,1669401000.0,73831,34443,4.49,normal,82,Light rain,[]
330,27/11/2022,1669487400.0,70848,29957,5.02,"Sukramoudyam Ends, Tiruchanoor Sri PAT Rathotsavam",84,Partly cloudy,"['\n???????? ???????????? ?????? ?????. 22 ???????????????? ???????? ???????. ???????? ???? ???????? ?????????????? 40 ???? ????. ????? ?????????? ????????????? 76,681 ???? ???????. ???????? ?????????? 40,109 ???? ???????. ????? ???????? ????? ????? ??.3.38 ??????.']"
331,28/11/2022,1669573800.0,67468,36082,4.16,"Panchami Teertham, Tiruchanoor Sri PAT Brahmotsavam Ends",84,Clear sky,"['\nPanchami theertham at Padmavathi Ammavari Temple,  Tiruchanur', '\n????? ????????? ????????? ???????? ???????? ??????????????. ???? ???????? ???????? ????? ??????. ?????? ???????? ????? ?????????? ????? ?????? ????. ???? 11.40 ?????? ?????????? ??????????. ???????? ??????????????? ??????? ??????. ']"
332,29/11/2022,1669660200.0,69211,26764,5.11,"Sravanam, Subrahmanya Sashti, Tiruchanoor Sri PAT Pushpayagam",82,Broken clouds,['\n??????: ???? ?????? ???? ????? ???????']
333,30/11/2022,1669746600.0,69640,28649,4.65,normal,81,Few clouds,[]
334,01/12/2022,1669833000.0,65568,25144,4.26,normal,82,Light intensity shower rain,"['\n????? ?????? ?????????? ????????.. ???????????? ??????? !\n\n??????? ??????? ?? ?????????? : ?????? ??????? ???? ???????????? ????', '\n????? ?????? ?????????? ????????.. ???????????? ???????\n\n??????? ??????? ?? ??????????\n\n- ?????? ??????? ???? ???????????? ????', '\n65 ???? ?????? ???? ???? ?????????? ?????? ????? ?????. ????????? ????????? ?????? ??????? ?????????. ?????? ????? ????? ?????????????? ????????? ???????. ', '\n?????? ???? ??????? ?????, ?????? ??????????? ?????????? ???? ??????????? ???? ???????? ?????? ????? ???? ??????????? ????????????. ? ??????????? ??????? ?????????????? ? ?????????????? ????? ????? ?????? ????????????. ', '\n???? ????????? ?????? ?????\n\n???????? 23? ????????.. 6 ??????? ??????\n\n?????????, ???????????, ??? ????????? ?????????? ??????????? ???????\n\n ???? ????? ??????? ??????? ??????????? ?????? ??????? ???????????? ????']"
335,02/12/2022,1669919400.0,64586,27501,3.9,Bhishma Ekadasi,84,Partly cloudy,[]
336,03/12/2022,1670005800.0,63931,34813,3.48,normal,84,Partly cloudy,[]
337,04/12/2022,1670092200.0,80001,32967,4.07,"Ekadasi, Tirupati Sri KRT Pattabhishekam",82,Broken clouds,"['', '\n?????? ?????? ?????... ?????? ????? ??????? ?????? ????? ?????? ???????....\n\n4500????????? ????? ????... 530????? ????? ???? ????? ??????? ???????? ?????.... ???? ?????.....\n6\n10\nBhanuprakash Reddy\n@BPRBJP\n·', '\n??????? ???? \n\n2,500 ???? ????? 900 ????? ???????? ????? ???? ???????? ???????? ?????? ??????? ?????? ???? ???? ???? ??? ????????? ?????? ???? ?????? ?????? ????????? ????? ???????..??? ?????????? ?????? ????????? ?????? ???????????.\n\n ', '\nMost precious seconds  ', '\n???????? ??????? ?????? ????? \n\n????? ???????????? ????????????? 69,931 ???????\n\n???????????? ???????? ?????????? 34,813 ???????\n\n????? ????? ????? ?3.48Cr\n \n?????????????? 10???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????']"
338,05/12/2022,1670178600.0,66020,29195,4.37,"Ekadasi, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Ends",82,Few clouds,"['\nWe went crazy in the Wild Card....\n@ixknowrxb\n \n@nfranklin9804\n \n@Marqueztho\n \n@Harrison5993\n \n@Umyp3\n \n@MrNoDots\n \n@xSamGoated14\n \nAll Qualified for the MCS Wild Card event!', '\nWork Is In Progress \n\nKarnataka Pravaasi Soudha- a restroom for Karnataka devotees in Tirupati is in under construction ', '\n???????? ???????????? ?????? ?????\n\n????? ???????????? ????????????? 80,001 ???????\n\n???????????? ???????? ?????????? 32,967 ???????\n\n????? ????? ????? ?4.07Cr\n \n?????????????? 14???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????', '\n??????: 14 ???????????????? ????????? ???????, ?????? ???? ???????? ?????????????? 24 ???? ????, ????? ?????????? ????????????? 80,001 ???? ???????, ???????? ?????????? 32,967 ???? ???????, ????? ????? ??.4.07 ??????']"
339,06/12/2022,1670265000.0,64162,23709,5.38,"Tirumala Sri TT Jyestabhishekam Begins, Tirupati Sri GT Rathotsavam",82,Broken clouds,[]
340,07/12/2022,1670351400.0,51376,24878,4.6,Tirupati Sri Kapileswaraswamy Pavitrotsavam Ends,79,Broken clouds,"['\n???????? ?????? ????? ??????? \n\n????? ???????????? ????????????? 64,162 ???????\n\n???????????? ???????? ?????????? 23,709 ???????\n\n????? ????? ????? ?5.38Cr \n \n?????????????? 02???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 12???? ????', '\n??????: ?? ????????\u200c?????\u200c?? ????????? ???????, ??????\u200c ???? ????????? ?????????????? 6 ???? ????, ????? ?????????? ????????????? 64,163 ???? ???????, ???????? ??????????  23,709 ???? ???????, ????? ????? ??.5.38 ??????']"
341,08/12/2022,1670437800.0,54609,26718,3.39,Sri Hayagreeva Jayanthi,75,Heavy rain in places,"['\n???????????? ', '\n???????? ?????? ????? ???????\n\n????? ???????????? ????????????? 51,376 ???????\n\n???????????? ???????? ?????????? 24,878 ???????\n\n????? ????? ????? ?4.60Cr\n \n?????????????? 04???????? ?????? ?? ???????? ???????\n\n???????? ?????????????? 24???? ????']"
342,09/12/2022,1670524200.0,57581,27021,3.12,normal,66,Heavy intensity rain,"['\nTirumala Vaikunta Dwaram Offline Tickets Updates and Issuing Locations.', '\n???????? ??????? ??????!? ??? ????????????\n\n?????? ???????? ?? ????? ???? ?????? ???????? ??????????? ???? ??????? ??? ???????????? ??? ??????????.... ????? PINK Diamond ?????? ']"
343,10/12/2022,1670610600.0,69383,32391,3.75,Atla Tadde,73,Light intensity drizzle,"['', '\n??????: ???????? ???????? ????????... ???????? ?????? ???????? ???????? ?????? ??????', '\n???????: ?????? ?????? ???????.. ?????????????? ?????? ???.. ??? ???? ??????? ???????????????? ??????????? ?????? ?????????.. ???? 8???? ????? ??? ?????? ???????? ?????? ???????, ????? ??????? ???? ???????? ?????? ????-?????? ', '\n??????: 15 ???????????????? ????????? ???????, ??????\u200c ???? ???????? ???????? ?????????????? 12 ???? ????.. ????? ?????????? ????????????? 57,581 ???? ???????, ???????? ?????????? 27,021 ???? ???????, ????? ????? ??.3.12 ??????']"
344,11/12/2022,1670697000.0,72466,28123,4.29,Tirupati Sri KT Laksha Bilvarchana,79,Heavy rain in places,[]
345,12/12/2022,1670783400.0,65466,26174,3.27,normal,75,Heavy intensity rain,"['\n??????: ???\u200c????\u200c?? ??????? ???????\u200c ????????-??????', '\nNON-STOP RAINS ENHANCES THE BEAUTY OF TIRUMALA \n\n( ????????? ??????????  ???????? … ?\u200c?????\u200c?? ?\u200c???? ?????????? ??????\u200c?\u200c? ?????\u200c?\u200c?? )\n\nDEVOTEES CAPTURE NATURE’S MAGICAL MOMENTS ON THEIR MOBILES\n\nALL DAMS FULL TO THEIR CAPACITIES']"
